Account_No,Age,Gender,Education,Marital_Status,Acc_Type,Months_On_Bank,Credit_Card,Credit_Score,Estimated_Income,Cust_id
4998365667,47,Female,Graduate,Married,Savings,35,Yes,460,Less than 40K,368
4998365668,46,Female,Graduate,Single,Savings,34,No,636,Less than 40K,369
4998365669,46,Male,High School,Married,Savings,29,Yes,593,120K +,370
4998365670,52,Male,Uneducated,Married,Savings,42,Yes,801,60K - 80K,371
4998365671,43,Male,Unknown,Married,Savings,75,No,640,40K - 60K,372
4998365672,40,Female,Graduate,Single,Savings,31,Yes,611,Less than 40K,373
4998365673,54,Female,High School,Married,Savings,31,Yes,802,Less than 40K,374
4998365674,55,Female,High School,Single,Savings,35,Yes,717,Less than 40K,375
4998365675,49,Female,Post-Graduate,Single,Savings,39,No,769,Unknown,376
4998365676,45,Male,High School,Married,Savings,45,Yes,745,40K - 60K,377
4998365677,49,Male,Graduate,Married,Savings,35,Yes,572,40K - 60K,378
4998365678,63,Male,Uneducated,Married,Savings,30,Yes,629,80K - 120K,379
4998365679,40,Female,High School,Single,Salary,39,No,687,Less than 40K,380
4998365680,41,Female,Graduate,Married,Current,50,Yes,483,Less than 40K,381
4998365681,37,Male,Graduate,Married,Savings,36,Yes,690,80K - 120K,382
4998365682,58,Male,Uneducated,Unknown,Savings,30,No,492,120K +,383
4998365683,55,Male,High School,Married,Savings,28,Yes,709,60K - 80K,384
4998365684,53,Female,High School,Married,Savings,44,Yes,705,Less than 40K,385
4998365685,57,Male,Graduate,Married,Savings,66,Yes,560,80K - 120K,386
4998365686,43,Male,Post-Graduate,Unknown,Savings,46,Yes,611,80K - 120K,387
4998365687,58,Male,Graduate,Married,Savings,62,Yes,730,60K - 80K,388
4998365688,64,Male,Unknown,Married,Savings,45,No,709,Less than 40K,389
4998365689,54,Female,Graduate,Married,Savings,21,Yes,544,Less than 40K,390
4998365690,53,Male,Graduate,Married,Savings,29,Yes,712,60K - 80K,391
4998365691,39,Female,College,Single,Savings,38,Yes,752,Less than 40K,392
4998365692,56,Male,High School,Married,Savings,46,Yes,648,60K - 80K,393
4998365693,54,Female,Unknown,Divorced,Savings,38,No,556,Less than 40K,394
4998365694,59,Female,Post-Graduate,Married,Savings,24,Yes,594,40K - 60K,395
4998365695,42,Male,Uneducated,Single,Savings,37,No,645,40K - 60K,396
4998365696,42,Male,Graduate,Married,Current,33,Yes,557,60K - 80K,397
4998365697,43,Male,College,Unknown,Savings,32,Yes,547,80K - 120K,398
4998365698,55,Male,High School,Married,Savings,39,No,701,120K +,399
4998365699,52,Male,Uneducated,Single,Savings,66,Yes,616,80K - 120K,400
4998365700,46,Male,Uneducated,Unknown,Savings,52,Yes,605,40K - 60K,401
4998365701,57,Male,Uneducated,Married,Savings,38,Yes,593,120K +,402
4998365702,48,Male,College,Married,Savings,52,No,751,80K - 120K,403
4998365703,45,Male,Unknown,Married,Savings,36,No,443,120K +,404
4998365704,48,Male,High School,Married,Savings,23,Yes,685,120K +,405
4998365705,47,Male,Graduate,Single,Savings,36,Yes,718,40K - 60K,406
4998365706,42,Male,College,Married,Savings,49,No,538,60K - 80K,407
4998365707,41,Male,Graduate,Unknown,Current,37,Yes,611,60K - 80K,408
4998365708,51,Male,College,Married,Current,37,Yes,668,120K +,409
4998365709,55,Female,Graduate,Single,Savings,41,Yes,537,Less than 40K,410
4998365710,67,Male,Uneducated,Married,Savings,23,No,709,40K - 60K,411
4998365711,39,Male,Graduate,Married,Savings,38,Yes,850,60K - 80K,412
4998365712,54,Male,Post-Graduate,Single,Savings,31,Yes,745,60K - 80K,413
4998365713,55,Female,Unknown,Married,Savings,41,Yes,693,Less than 40K,414
4998365714,47,Male,High School,Married,Current,35,Yes,795,40K - 60K,415
4998365715,49,Male,Post-Graduate,Married,Savings,26,No,626,60K - 80K,416
4998365716,42,Female,Graduate,Married,Savings,61,No,487,Less than 40K,417
4998365717,57,Male,Unknown,Single,Savings,39,Yes,556,80K - 120K,418
4998365718,44,Male,Uneducated,Married,Savings,46,No,643,60K - 80K,419
4998365719,56,Male,Unknown,Single,Savings,28,No,605,60K - 80K,420
4998365720,49,Female,Graduate,Married,Savings,60,Yes,756,Less than 40K,421
4998365721,45,Male,Graduate,Single,Savings,38,Yes,586,80K - 120K,422
4998365722,63,Male,High School,Married,Savings,40,Yes,535,60K - 80K,423
4998365723,44,Male,Graduate,Single,Savings,35,Yes,678,80K - 120K,424
4998365724,44,Female,College,Married,Current,39,Yes,596,Less than 40K,425
4998365725,40,Male,High School,Married,Savings,26,Yes,648,40K - 60K,426
4998365726,39,Male,Uneducated,Single,Savings,39,Yes,492,60K - 80K,427
4998365727,42,Male,High School,Married,Savings,45,Yes,702,80K - 120K,428
4998365728,54,Male,High School,Married,Savings,40,Yes,486,120K +,429
4998365729,58,Female,Unknown,Married,Savings,40,No,568,Less than 40K,430
4998365730,46,Female,Graduate,Divorced,Savings,57,Yes,619,Less than 40K,431
4998365731,47,Female,Unknown,Divorced,Savings,41,No,724,40K - 60K,432
4998365732,67,Female,Unknown,Married,Savings,33,Yes,548,Unknown,433
4998365733,50,Female,College,Divorced,Savings,37,Yes,545,Less than 40K,434
4998365734,55,Male,High School,Divorced,Savings,33,No,683,60K - 80K,435
4998365735,46,Female,Graduate,Married,Savings,51,No,762,40K - 60K,436
4998365736,47,Female,Uneducated,Married,Savings,30,Yes,627,40K - 60K,437
4998365737,36,Female,Unknown,Married,Savings,35,No,516,40K - 60K,438
4998365738,40,Male,Doctorate,Divorced,Savings,38,Yes,800,60K - 80K,439
4998365739,57,Male,Unknown,Single,Savings,42,Yes,464,80K - 120K,440
4998365740,48,Male,Unknown,Divorced,Savings,35,No,626,80K - 120K,441
4998365741,58,Female,Graduate,Married,Savings,31,Yes,790,Less than 40K,442
4998365742,48,Male,Graduate,Single,Savings,34,Yes,534,40K - 60K,443
4998365743,48,Male,Graduate,Unknown,Platinum,46,Yes,745,80K - 120K,444
4998365744,53,Female,College,Married,Savings,47,No,553,40K - 60K,445
4998365745,50,Male,Graduate,Married,Savings,26,No,748,80K - 120K,446
4998365746,52,Female,Graduate,Single,Savings,37,No,722,Less than 40K,447
4998365747,53,Female,Uneducated,Single,Savings,40,Yes,501,Less than 40K,448
4998365748,56,Female,Graduate,Single,Savings,38,No,675,40K - 60K,449
4998365749,44,Male,Unknown,Single,Savings,47,Yes,778,80K - 120K,450
4998365750,49,Male,High School,Married,Savings,38,Yes,494,80K - 120K,451
4998365751,54,Male,Graduate,Married,Savings,40,No,850,60K - 80K,452
4998365752,39,Female,Unknown,Single,Savings,31,No,592,40K - 60K,453
4998365753,39,Female,Uneducated,Divorced,Savings,44,Yes,590,Unknown,454
4998365754,41,Female,High School,Single,Savings,39,No,758,Less than 40K,455
4998365755,53,Male,Uneducated,Married,Savings,36,Yes,506,80K - 120K,456
4998365756,47,Male,Uneducated,Married,Savings,33,Yes,733,80K - 120K,457
4998365757,46,Female,Post-Graduate,Married,Savings,38,Yes,711,Less than 40K,458
4998365758,53,Female,High School,Married,Savings,43,No,514,Less than 40K,459
4998365759,60,Male,Graduate,Married,Savings,37,Yes,637,80K - 120K,460
4998365760,59,Female,Graduate,Single,Savings,29,Yes,468,Less than 40K,461
4998365761,38,Male,Unknown,Single,Savings,39,Yes,539,60K - 80K,462
4998365762,56,Male,Uneducated,Single,Savings,25,Yes,509,Less than 40K,463
4998365763,35,Male,Post-Graduate,Unknown,Savings,32,Yes,662,80K - 120K,464
4998365764,50,Male,Graduate,Single,Savings,26,Yes,818,60K - 80K,465
4998365765,53,Male,Post-Graduate,Unknown,Savings,33,Yes,608,80K - 120K,466
4998365766,63,Male,Graduate,Married,Savings,32,Yes,850,60K - 80K,467
4998365767,43,Female,Uneducated,Single,Savings,38,Yes,816,Less than 40K,468
4998365768,46,Male,Unknown,Married,Savings,35,Yes,536,80K - 120K,469
4998365769,61,Male,Uneducated,Single,Savings,35,Yes,753,60K - 80K,470
4998365770,37,Female,Post-Graduate,Married,Savings,27,Yes,631,Less than 40K,471
4998365771,42,Female,Doctorate,Married,Savings,37,Yes,703,Unknown,472
4998365772,41,Male,Uneducated,Divorced,Savings,26,Yes,774,120K +,473
4998365773,56,Male,College,Single,Savings,28,Yes,785,120K +,474
4998365774,56,Male,Graduate,Married,Savings,33,Yes,571,60K - 80K,475
4998365775,52,Female,Post-Graduate,Single,Savings,46,No,621,Less than 40K,476
4998365776,40,Female,High School,Single,Savings,31,Yes,605,40K - 60K,477
4998365777,63,Male,Graduate,Married,Savings,40,Yes,611,40K - 60K,478
4998365778,58,Male,High School,Single,Savings,38,Yes,569,40K - 60K,479
4998365779,58,Male,Unknown,Married,Savings,29,Yes,658,60K - 80K,480
4998365780,46,Male,Uneducated,Divorced,Savings,34,No,788,80K - 120K,481
4998365781,37,Female,Graduate,Married,Savings,23,Yes,525,40K - 60K,482
4998365782,46,Male,Graduate,Single,Savings,37,No,798,80K - 120K,483
4998365783,46,Female,Post-Graduate,Married,Savings,37,Yes,486,Less than 40K,484
4998365784,41,Male,Graduate,Single,Savings,61,Yes,615,80K - 120K,485
4998365785,48,Female,High School,Divorced,Savings,35,Yes,730,40K - 60K,486
4998365786,49,Female,Graduate,Single,Savings,37,Yes,641,40K - 60K,487
4998365787,44,Male,Graduate,Married,Savings,39,Yes,542,80K - 120K,488
4998365788,39,Female,College,Married,Savings,30,No,692,Less than 40K,489
4998365789,57,Male,College,Single,Savings,55,Yes,714,40K - 60K,490
4998365790,48,Male,High School,Married,Savings,29,Yes,591,80K - 120K,491
4998365791,47,Male,High School,Single,Savings,41,Yes,710,80K - 120K,492
4998365792,56,Female,Uneducated,Divorced,Savings,38,No,639,Unknown,493
4998365793,54,Female,College,Married,Savings,47,No,531,Less than 40K,494
4998365794,54,Male,Graduate,Married,Savings,38,No,673,60K - 80K,495
4998365795,52,Male,High School,Married,Savings,36,Yes,765,80K - 120K,496
4998365796,43,Male,Unknown,Unknown,Savings,32,Yes,622,120K +,497
4998365797,59,Male,College,Single,Savings,40,Yes,806,40K - 60K,498
4998365798,44,Male,Unknown,Married,Savings,26,Yes,757,Unknown,499
4998365799,56,Female,College,Married,Savings,58,No,570,Less than 40K,500
4998365800,45,Female,Graduate,Married,Savings,32,Yes,555,Unknown,501
4998365801,55,Male,High School,Married,Savings,54,Yes,692,80K - 120K,502
4998365802,48,Female,College,Divorced,Savings,60,Yes,774,40K - 60K,503
4998365803,56,Female,College,Single,Savings,44,Yes,638,Less than 40K,504
4998365804,41,Male,Uneducated,Married,Savings,41,No,543,60K - 80K,505
4998365805,65,Female,High School,Married,Savings,31,Yes,584,Less than 40K,506
4998365806,34,Male,Post-Graduate,Single,Savings,30,Yes,691,80K - 120K,507
4998365807,56,Male,Post-Graduate,Married,Savings,40,Yes,684,60K - 80K,508
4998365808,62,Female,High School,Married,Savings,22,Yes,733,Less than 40K,509
4998365809,45,Female,Uneducated,Single,Savings,37,Yes,599,Unknown,510
4998365810,38,Female,Uneducated,Single,Savings,31,Yes,524,Less than 40K,511
4998365811,49,Male,Unknown,Unknown,Savings,38,Yes,632,120K +,512
4998365812,58,Male,High School,Single,Savings,34,No,735,60K - 80K,513
4998365813,41,Female,Graduate,Single,Savings,34,Yes,734,40K - 60K,514
4998365814,33,Male,Graduate,Married,Savings,51,Yes,605,60K - 80K,515
4998365815,47,Female,College,Single,Savings,38,Yes,793,Less than 40K,516
4998365816,56,Female,Graduate,Married,Savings,56,No,468,Less than 40K,517
4998365817,51,Male,Graduate,Single,Savings,37,Yes,779,60K - 80K,518
4998365818,49,Male,Graduate,Unknown,Current,48,No,698,40K - 60K,519
4998365819,50,Male,Unknown,Single,Savings,58,No,707,120K +,520
4998365820,55,Female,Unknown,Married,Savings,35,Yes,850,40K - 60K,521
4998365821,26,Male,Graduate,Single,Savings,56,Yes,850,Less than 40K,522
4998365822,58,Male,College,Married,Savings,37,Yes,527,80K - 120K,523
4998365823,46,Male,High School,Single,Salary,32,Yes,696,80K - 120K,524
4998365824,48,Male,High School,Married,Savings,48,No,661,120K +,525
4998365825,42,Male,Uneducated,Divorced,Savings,31,Yes,776,60K - 80K,526
4998365826,37,Male,Graduate,Married,Savings,43,Yes,701,80K - 120K,527
4998365827,63,Female,Unknown,Married,Savings,26,Yes,610,Less than 40K,528
4998365828,50,Male,High School,Single,Current,48,Yes,572,40K - 60K,529
4998365829,41,Female,High School,Single,Savings,30,Yes,673,40K - 60K,530
4998365830,48,Female,Graduate,Divorced,Savings,57,Yes,519,Less than 40K,531
4998365831,46,Male,College,Single,Savings,26,No,702,80K - 120K,532
4998365832,61,Male,High School,Single,Savings,32,Yes,729,60K - 80K,533
4998365833,59,Female,Unknown,Married,Savings,35,Yes,543,Less than 40K,534
4998365834,53,Female,Doctorate,Married,Savings,40,Yes,550,Unknown,535
4998365835,39,Female,Doctorate,Unknown,Savings,59,Yes,608,40K - 60K,536
4998365836,51,Male,High School,Married,Savings,35,Yes,639,120K +,537
4998365837,45,Male,Graduate,Married,Savings,34,Yes,686,60K - 80K,538
4998365838,48,Male,Unknown,Single,Savings,62,No,564,60K - 80K,539
4998365839,47,Male,Graduate,Married,Savings,28,Yes,745,60K - 80K,540
4998365840,41,Male,High School,Married,Savings,37,Yes,833,40K - 60K,541
4998365841,48,Male,College,Married,Savings,26,Yes,622,80K - 120K,542
4998365842,50,Female,Graduate,Single,Savings,42,Yes,597,Less than 40K,543
4998365843,56,Female,Post-Graduate,Married,Savings,51,Yes,721,Less than 40K,544
4998365844,39,Female,College,Single,Savings,49,No,504,Less than 40K,545
4998365845,47,Male,Graduate,Married,Savings,44,Yes,842,80K - 120K,546
4998365846,44,Male,Graduate,Single,Savings,38,Yes,587,120K +,547
4998365847,61,Female,Unknown,Married,Savings,30,Yes,479,Unknown,548
4998365848,43,Female,Post-Graduate,Married,Savings,49,Yes,508,Less than 40K,549
4998365849,59,Male,High School,Married,Savings,24,Yes,749,60K - 80K,550
4998365850,42,Female,Uneducated,Married,Savings,36,Yes,721,Unknown,551
4998365851,40,Male,Unknown,Divorced,Salary,47,Yes,674,40K - 60K,552
4998365852,,Male,Unknown,Married,Savings,25,Yes,685,Less than 40K,553
4998365853,48,Male,College,Married,Savings,34,Yes,417,60K - 80K,554
4998365854,44,Male,Graduate,Single,Savings,33,Yes,574,40K - 60K,555
4998365855,36,Female,Unknown,Married,Savings,51,No,590,Unknown,556
4998365856,45,Male,Graduate,Single,Savings,40,Yes,587,60K - 80K,557
4998365857,39,Male,Graduate,Married,Savings,41,Yes,598,80K - 120K,558
4998365858,40,Male,College,Unknown,Savings,53,Yes,741,80K - 120K,559
4998365859,62,Male,High School,Married,Savings,70,Yes,850,60K - 80K,560
4998365860,26,Male,Graduate,Single,Savings,29,No,584,40K - 60K,561
4998365861,60,Male,Uneducated,Single,Savings,61,No,650,Less than 40K,562
4998365862,54,Female,Doctorate,Single,Savings,36,Yes,607,Less than 40K,563
4998365863,62,Male,Graduate,Married,Savings,46,Yes,509,60K - 80K,564
4998365864,57,Male,College,Married,Savings,38,Yes,689,40K - 60K,565
4998365865,59,Male,Graduate,Single,Savings,36,Yes,543,40K - 60K,566
4998365866,46,Male,Graduate,Single,Savings,54,No,438,60K - 80K,567
4998365867,44,Male,High School,Single,Savings,63,Yes,687,60K - 80K,568
4998365868,48,Male,Unknown,Single,Savings,31,Yes,737,80K - 120K,569
4998365869,43,Male,Uneducated,Divorced,Current,31,Yes,761,120K +,570
4998365870,57,Male,Uneducated,Married,Savings,44,Yes,601,120K +,571
4998365871,46,Male,College,Unknown,Savings,45,Yes,651,80K - 120K,572
4998365872,40,Male,High School,Unknown,Savings,35,Yes,745,60K - 80K,573
4998365873,54,Male,Unknown,Married,Savings,49,Yes,648,80K - 120K,574
4998365874,57,Female,Graduate,Single,Savings,40,Yes,848,40K - 60K,575
4998365875,44,Male,Graduate,Married,Savings,27,Yes,546,60K - 80K,576
4998365876,47,Female,Doctorate,Married,Savings,32,Yes,439,Less than 40K,577
4998365877,47,Male,Doctorate,Married,Savings,30,No,755,60K - 80K,578
4998365878,50,Female,High School,Married,Savings,41,Yes,593,Less than 40K,579
4998365879,53,Female,College,Married,Savings,39,Yes,701,40K - 60K,580
4998365880,56,Male,College,Married,Savings,36,Yes,701,60K - 80K,581
4998365881,55,Male,High School,Married,Savings,33,No,607,60K - 80K,582
4998365882,53,Female,High School,Married,Savings,57,No,586,Less than 40K,583
4998365883,61,Male,Unknown,Married,Savings,30,Yes,547,40K - 60K,584
4998365884,57,Male,High School,Married,Savings,51,No,647,60K - 80K,585
4998365885,50,Male,Graduate,Married,Savings,51,No,760,80K - 120K,586
4998365886,56,Female,Unknown,Married,Savings,53,Yes,621,Unknown,587
4998365887,52,Male,Graduate,Single,Savings,44,Yes,725,120K +,588
4998365888,60,Male,Graduate,Married,Savings,36,Yes,526,Less than 40K,589
4998365889,49,Male,Uneducated,Married,Savings,47,No,519,80K - 120K,590
4998365890,46,Female,Doctorate,Divorced,Savings,38,Yes,713,Less than 40K,591
4998365891,42,Male,Uneducated,Married,Savings,38,Yes,700,80K - 120K,592
4998365892,45,Male,High School,Married,Savings,34,Yes,666,Less than 40K,593
4998365893,45,Female,Uneducated,Married,Savings,32,No,630,Less than 40K,594
4998365894,44,Female,Doctorate,Married,Savings,26,No,779,Less than 40K,595
4998365895,61,Male,Uneducated,Single,Savings,41,Yes,611,80K - 120K,596
4998365896,55,Male,Uneducated,Married,Savings,43,Yes,685,60K - 80K,597
4998365897,44,Male,Unknown,Divorced,Savings,39,Yes,646,60K - 80K,598
4998365898,55,Female,Unknown,Married,Savings,57,No,683,Less than 40K,599
4998365899,57,Male,Unknown,Married,Savings,34,No,484,120K +,600
4998365900,45,Male,Doctorate,Married,Savings,43,No,601,80K - 120K,601
4998365901,57,Female,High School,Married,Savings,26,Yes,762,40K - 60K,602
4998365902,31,Male,Uneducated,Married,Savings,72,No,687,40K - 60K,603
4998365903,34,Female,Graduate,Married,Savings,30,Yes,566,Less than 40K,604
4998365904,53,Female,Graduate,Single,Savings,37,Yes,702,Less than 40K,605
4998365905,35,Female,College,Single,Savings,29,Yes,601,Unknown,606
4998365906,44,Female,Graduate,Married,Savings,53,No,699,Less than 40K,607
4998365907,50,Male,Graduate,Married,Savings,28,Yes,584,80K - 120K,608
4998365908,33,Male,Post-Graduate,Married,Savings,35,Yes,699,80K - 120K,609
4998365909,50,Male,Graduate,Single,Savings,51,Yes,698,60K - 80K,610
4998365910,51,Male,High School,Married,Savings,30,No,495,80K - 120K,611
4998365911,56,Female,Unknown,Married,Savings,27,Yes,650,Less than 40K,612
4998365912,55,Female,Graduate,Single,Savings,64,Yes,605,Less than 40K,613
4998365913,26,Male,College,Single,Savings,38,Yes,667,Less than 40K,614
4998365914,42,Female,Graduate,Married,Savings,26,Yes,688,Less than 40K,615
4998365915,54,Male,College,Married,Savings,31,Yes,727,80K - 120K,616
4998365916,44,Female,Graduate,Married,Savings,39,Yes,754,Unknown,617
4998365917,65,Female,Graduate,Married,Savings,62,Yes,612,40K - 60K,618
4998365918,38,Female,High School,Married,Savings,42,Yes,546,Unknown,619
4998365919,58,Male,High School,Married,Savings,37,Yes,673,60K - 80K,620
4998365920,39,Female,Post-Graduate,Married,Savings,35,Yes,593,40K - 60K,621
4998365921,52,Male,High School,Married,Savings,40,No,656,120K +,622
4998365922,45,Female,Graduate,Married,Savings,53,Yes,535,Less than 40K,623
4998365923,42,Male,Unknown,Single,Savings,36,No,678,80K - 120K,624
4998365924,42,Male,College,Married,Savings,48,No,477,60K - 80K,625
4998365925,57,Male,Post-Graduate,Married,Savings,35,No,850,120K +,626
